ID Produto;Data;Produto;Categoria;Subcategoria;Loja;Preco Vendido
6;28/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Botagogo - RJ;79.99
7;28/03/2019;CALCA SLIM 500;Roupas;Calcas;Botagogo - RJ;129.99
8;28/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Botagogo - RJ;129.99
9;28/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Botagogo - RJ;89.99
10;28/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;28/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Botagogo - RJ;79.99
12;28/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Cachambi - RJ;59.99
13;28/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Cachambi - RJ;59.99
14;28/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Tijuca - RJ;49.99
15;28/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Gavea - RJ;119.99
16;28/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Barra da Tijuca - RJ;169.99
17;28/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Botagogo - RJ;189.99
18;28/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Botagogo - RJ;69.99
19;28/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;28/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Gavea - RJ;59.99
21;28/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Gavea - RJ;69.99
22;28/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Gavea - RJ;89.99
23;28/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Cachambi - RJ;89.99
24;28/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Barra da Tijuca - RJ;119.99
25;28/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Cachambi - RJ;249.99
26;28/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Botagogo - RJ;9.99
27;28/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Cachambi - RJ;9.99
28;28/03/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Tijuca - RJ;24.99
29;28/03/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Cachambi - RJ;34.99
30;28/03/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;25.99
31;28/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Gavea - RJ;49.99
32;28/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Gavea - RJ;49.99
33;28/03/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Botagogo - RJ;149.99
1;29/03/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Botagogo - RJ;39.99
2;29/03/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Tijuca - RJ;69.99
3;29/03/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Cachambi - RJ;59.99
4;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Barra da Tijuca - RJ;89.99
5;29/03/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Tijuca - RJ;79.99
7;29/03/2019;CALCA SLIM 500;Roupas;Calcas;Tijuca - RJ;129.99
8;29/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Botagogo - RJ;129.99
9;29/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Cachambi - RJ;89.99
10;29/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Cachambi - RJ;79.99
11;29/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Botagogo - RJ;79.99
12;29/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Barra da Tijuca - RJ;59.99
13;29/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Cachambi - RJ;59.99
14;29/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Botagogo - RJ;49.99
15;29/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Cachambi - RJ;119.99
16;29/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Botagogo - RJ;169.99
17;29/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Tijuca - RJ;189.99
18;29/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Tijuca - RJ;69.99
19;29/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;29/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Botagogo - RJ;59.99
21;29/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Cachambi - RJ;69.99
22;29/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Barra da Tijuca - RJ;89.99
23;29/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Cachambi - RJ;89.99
24;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Botagogo - RJ;119.99
25;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Tijuca - RJ;249.99
26;29/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Botagogo - RJ;9.99
27;29/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Gavea - RJ;9.99
28;29/03/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Cachambi - RJ;24.99
29;29/03/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Barra da Tijuca - RJ;34.99
30;29/03/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;25.99
31;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Botagogo - RJ;49.99
32;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Cachambi - RJ;49.99
33;29/03/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Tijuca - RJ;149.99
1;29/03/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Gavea - RJ;39.99
2;29/03/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Tijuca - RJ;69.99
3;29/03/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Gavea - RJ;59.99
4;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Cachambi - RJ;89.99
5;29/03/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Cachambi - RJ;109.99
6;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Tijuca - RJ;79.99
7;29/03/2019;CALCA SLIM 500;Roupas;Calcas;Botagogo - RJ;129.99
8;29/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Gavea - RJ;129.99
9;29/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Botagogo - RJ;89.99
10;29/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Cachambi - RJ;79.99
11;29/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Botagogo - RJ;79.99
12;29/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Botagogo - RJ;59.99
13;29/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Gavea - RJ;59.99
14;29/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Cachambi - RJ;49.99
15;29/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Tijuca - RJ;119.99
16;29/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Barra da Tijuca - RJ;169.99
17;29/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Cachambi - RJ;189.99
18;29/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Cachambi - RJ;69.99
19;29/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;29/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Cachambi - RJ;59.99
21;29/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Cachambi - RJ;69.99
22;29/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
23;29/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Cachambi - RJ;89.99
24;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Cachambi - RJ;119.99
25;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Cachambi - RJ;249.99
26;29/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Tijuca - RJ;9.99
27;29/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Tijuca - RJ;9.99
28;29/03/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Cachambi - RJ;24.99
29;29/03/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Cachambi - RJ;34.99
30;29/03/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;25.99
31;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Tijuca - RJ;49.99
32;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Cachambi - RJ;49.99
33;29/03/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Botagogo - RJ;149.99
1;29/03/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Gavea - RJ;39.99
2;29/03/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Cachambi - RJ;69.99
3;29/03/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Cachambi - RJ;59.99
4;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Cachambi - RJ;89.99
5;29/03/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Tijuca - RJ;109.99
6;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Gavea - RJ;79.99
7;29/03/2019;CALCA SLIM 500;Roupas;Calcas;Barra da Tijuca - RJ;129.99
8;29/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Gavea - RJ;129.99
9;29/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Cachambi - RJ;89.99
10;29/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;29/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Barra da Tijuca - RJ;79.99
12;29/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Botagogo - RJ;59.99
13;29/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Cachambi - RJ;59.99
14;29/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Cachambi - RJ;49.99
15;29/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Botagogo - RJ;119.99
16;29/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Tijuca - RJ;169.99
17;29/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Cachambi - RJ;189.99
18;29/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Tijuca - RJ;69.99
19;29/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;29/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Cachambi - RJ;59.99
21;29/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Cachambi - RJ;69.99
22;29/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Tijuca - RJ;89.99
23;29/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
24;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Botagogo - RJ;119.99
25;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Botagogo - RJ;249.99
26;29/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Barra da Tijuca - RJ;9.99
27;29/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Tijuca - RJ;9.99
28;29/03/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Cachambi - RJ;24.99
29;29/03/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;34.99
30;29/03/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Gavea - RJ;25.99
31;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Tijuca - RJ;49.99
32;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Botagogo - RJ;49.99
33;29/03/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Cachambi - RJ;149.99
1;29/03/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Cachambi - RJ;39.99
2;29/03/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Cachambi - RJ;69.99
3;29/03/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Tijuca - RJ;59.99
4;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Botagogo - RJ;89.99
5;29/03/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Gavea - RJ;109.99
6;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Gavea - RJ;79.99
7;29/03/2019;CALCA SLIM 500;Roupas;Calcas;Tijuca - RJ;129.99
8;29/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Tijuca - RJ;129.99
9;29/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Tijuca - RJ;89.99
10;29/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Tijuca - RJ;79.99
11;29/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Botagogo - RJ;79.99
12;29/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Botagogo - RJ;59.99
13;29/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Cachambi - RJ;59.99
14;29/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Cachambi - RJ;49.99
15;29/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Botagogo - RJ;119.99
16;29/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Botagogo - RJ;169.99
17;29/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Botagogo - RJ;189.99
18;29/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Botagogo - RJ;69.99
19;29/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Cachambi - RJ;39.99
20;29/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Botagogo - RJ;59.99
21;29/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Tijuca - RJ;69.99
22;29/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
23;29/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Cachambi - RJ;89.99
24;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Botagogo - RJ;119.99
25;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Cachambi - RJ;249.99
26;29/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Botagogo - RJ;9.99
27;29/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Botagogo - RJ;9.99
28;29/03/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Tijuca - RJ;24.99
29;29/03/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;34.99
30;29/03/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Barra da Tijuca - RJ;25.99
31;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Barra da Tijuca - RJ;49.99
32;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Cachambi - RJ;49.99
33;29/03/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Tijuca - RJ;149.99
1;29/03/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Gavea - RJ;39.99
2;29/03/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Gavea - RJ;69.99
3;29/03/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Gavea - RJ;59.99
4;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Botagogo - RJ;89.99
5;29/03/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;29/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Botagogo - RJ;79.99
7;29/03/2019;CALCA SLIM 500;Roupas;Calcas;Barra da Tijuca - RJ;129.99
8;29/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Botagogo - RJ;129.99
9;29/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Gavea - RJ;89.99
10;29/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;29/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Botagogo - RJ;79.99
12;29/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Barra da Tijuca - RJ;59.99
13;29/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Gavea - RJ;59.99
14;29/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Tijuca - RJ;49.99
15;29/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Gavea - RJ;119.99
16;29/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Botagogo - RJ;169.99
17;29/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Cachambi - RJ;189.99
18;29/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Cachambi - RJ;69.99
19;29/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;29/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Cachambi - RJ;59.99
21;29/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Botagogo - RJ;69.99
22;29/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Cachambi - RJ;89.99
23;29/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Gavea - RJ;89.99
24;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Tijuca - RJ;119.99
25;29/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Cachambi - RJ;249.99
26;29/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Tijuca - RJ;9.99
27;29/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Tijuca - RJ;9.99
28;29/03/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Botagogo - RJ;24.99
29;29/03/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Tijuca - RJ;34.99
30;29/03/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Barra da Tijuca - RJ;25.99
31;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Tijuca - RJ;49.99
32;29/03/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Tijuca - RJ;49.99
33;29/03/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Tijuca - RJ;149.99
1;30/03/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Cachambi - RJ;39.99
2;30/03/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Botagogo - RJ;69.99
3;30/03/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Cachambi - RJ;59.99
4;30/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Barra da Tijuca - RJ;89.99
5;30/03/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;30/03/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Barra da Tijuca - RJ;79.99
7;30/03/2019;CALCA SLIM 500;Roupas;Calcas;Tijuca - RJ;129.99
8;30/03/2019;CALCA MASCULINA 500;Roupas;Calcas;Cachambi - RJ;129.99
9;30/03/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Gavea - RJ;89.99
10;30/03/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Cachambi - RJ;79.99
11;30/03/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Botagogo - RJ;79.99
12;30/03/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Gavea - RJ;59.99
13;30/03/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Gavea - RJ;59.99
14;30/03/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Cachambi - RJ;49.99
15;30/03/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Gavea - RJ;119.99
16;30/03/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Cachambi - RJ;169.99
17;30/03/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Tijuca - RJ;189.99
18;30/03/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Tijuca - RJ;69.99
19;30/03/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Tijuca - RJ;39.99
20;30/03/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Barra da Tijuca - RJ;59.99
21;30/03/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Botagogo - RJ;69.99
22;30/03/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Tijuca - RJ;89.99
23;30/03/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
24;30/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Cachambi - RJ;119.99
25;30/03/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Gavea - RJ;249.99
26;30/03/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Botagogo - RJ;9.99
27;30/03/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Barra da Tijuca - RJ;9.99
